row,col,intensity
2,12,-0.200000
9,45,-0.200000
11,27,-0.200000
17,13,-0.058347
17,14,-0.132255
17,15,-0.129198
17,16,-0.054393
18,13,-0.079774
18,14,-0.180826
18,15,-0.176646
18,16,-0.074369
19,14,-0.106550
19,15,-0.104087
33,73,-0.200000
34,43,-0.069647
34,44,-0.118816
34,45,-0.084878
35,43,-0.116187
35,44,-0.198212
35,45,-0.141596
36,43,-0.081164
36,44,-0.138463
36,45,-0.098913
50,10,-0.063702
50,11,-0.077555
50,12,-0.061244
51,9,-0.067594
51,10,-0.126874
51,11,-0.154465
51,12,-0.121978
51,13,-0.062478
52,9,-0.087322
52,10,-0.163904
52,11,-0.199548
52,12,-0.157579
52,13,-0.080713
53,9,-0.073171
53,10,-0.137341
53,11,-0.167208
53,12,-0.132041
53,13,-0.067633
54,10,-0.074646
54,11,-0.090879
54,12,-0.071765
65,29,-0.060597
65,30,-0.093042
65,31,-0.055793
65,34,-0.115317
65,35,-0.137481
65,36,-0.082690
66,29,-0.125590
66,30,-0.192833
66,31,-0.115634
66,33,-0.069562
66,34,-0.164383
66,35,-0.195977
66,36,-0.117873
67,29,-0.101657
67,30,-0.156086
67,31,-0.093599
67,33,-0.050027
67,34,-0.118218
67,35,-0.140939
67,36,-0.084770
68,35,-0.051136
70,13,-0.058333
70,14,-0.075484
70,15,-0.064701
71,12,-0.059442
71,13,-0.116123
71,14,-0.150265
71,15,-0.128801
71,16,-0.073130
72,12,-0.078382
72,13,-0.153123
72,14,-0.198145
72,15,-0.169841
72,16,-0.096432
73,12,-0.068464
73,13,-0.133747
73,14,-0.173072
73,15,-0.148350
73,16,-0.084230
74,13,-0.077383
74,14,-0.100135
74,15,-0.085832
77,2,-0.081473
77,3,-0.097183
77,4,-0.071872
77,82,-0.200000
78,1,-0.076339
78,2,-0.146871
78,3,-0.175192
78,4,-0.129564
78,5,-0.059408
79,1,-0.085323
79,2,-0.164154
79,3,-0.195807
79,4,-0.144810
79,5,-0.066399
80,1,-0.059125
80,2,-0.113752
80,3,-0.135686
80,4,-0.100347
81,3,-0.058295
84,59,-0.200000
84,63,-0.200000
89,35,-0.200000
89,55,-0.200000
