row,col,intensity
14,10,-0.082889
14,11,-0.074946
14,41,-0.200000
15,9,-0.083976
15,10,-0.176181
15,11,-0.159298
15,12,-0.062073
16,9,-0.076924
16,10,-0.161387
16,11,-0.145921
16,12,-0.056861
17,10,-0.063712
17,11,-0.057607
30,22,-0.200000
33,64,-0.200000
39,99,-0.079518
40,98,-0.085467
40,99,-0.162748
41,98,-0.092383
41,99,-0.175918
42,98,-0.052740
42,99,-0.100429
50,28,-0.088314
50,29,-0.072114
51,27,-0.088576
51,28,-0.185193
51,29,-0.151221
52,27,-0.072542
52,28,-0.151669
52,29,-0.123847
59,41,-0.200000
60,77,-0.107571
60,78,-0.117289
61,10,-0.067073
61,11,-0.095970
61,12,-0.090959
61,13,-0.057105
61,76,-0.057126
61,77,-0.168313
61,78,-0.183518
61,79,-0.074049
62,9,-0.054183
62,10,-0.117040
62,11,-0.167465
62,12,-0.158721
62,13,-0.099647
62,77,-0.097458
62,78,-0.106263
62,79,-0.200000
63,9,-0.062628
63,10,-0.135282
63,11,-0.193567
63,12,-0.183460
63,13,-0.115178
64,10,-0.103577
64,11,-0.148202
64,12,-0.140464
64,13,-0.088185
65,10,-0.052530
65,11,-0.075162
65,12,-0.071237
72,40,-0.200000
75,53,-0.104347
75,54,-0.116005
75,55,-0.065063
76,52,-0.077164
76,53,-0.170038
76,54,-0.189035
76,55,-0.106023
77,52,-0.063437
77,53,-0.139790
77,54,-0.155407
77,55,-0.087163
78,53,-0.057979
78,54,-0.064456
79,51,-0.200000
80,0,-0.066389
80,1,-0.095666
80,2,-0.085469
80,61,-0.200000
81,0,-0.119898
81,1,-0.172771
81,2,-0.154356
81,3,-0.085500
82,0,-0.134250
82,1,-0.193454
82,2,-0.172834
82,3,-0.095736
83,0,-0.093199
83,1,-0.134299
83,2,-0.119985
83,3,-0.066461
83,58,-0.200000
84,1,-0.057805
84,2,-0.051643
84,71,-0.200000
90,25,-0.200000
