row,col,intensity
0,88,-0.064511
0,89,-0.145392
0,90,-0.137186
0,91,-0.054193
21,1,-0.050607
22,0,-0.088602
22,1,-0.151393
22,2,-0.111484
23,0,-0.114232
23,1,-0.195187
23,2,-0.143734
24,0,-0.063471
24,1,-0.108453
24,2,-0.079864
32,32,-0.200000
36,37,-0.200000
43,8,-0.200000
49,31,-0.064961
49,32,-0.135215
49,33,-0.109920
50,31,-0.091867
50,32,-0.191219
50,33,-0.155447
50,73,-0.200000
51,31,-0.050740
51,32,-0.105613
51,33,-0.085856
58,90,-0.200000
59,41,-0.052957
59,42,-0.054104
60,40,-0.068054
60,41,-0.137816
60,42,-0.140802
60,43,-0.072574
61,40,-0.089350
61,41,-0.180942
61,42,-0.184863
61,43,-0.095284
62,40,-0.059184
62,41,-0.119852
62,42,-0.122449
62,43,-0.063114
65,58,-0.200000
69,25,-0.057946
69,26,-0.069634
69,27,-0.055429
70,24,-0.066020
70,25,-0.119771
70,26,-0.143929
70,27,-0.114568
70,28,-0.060408
71,24,-0.090390
71,25,-0.163983
71,26,-0.197058
71,27,-0.156859
71,28,-0.082707
72,24,-0.081976
72,25,-0.148718
72,26,-0.178714
72,27,-0.142257
72,28,-0.075008
73,25,-0.089340
73,26,-0.107360
73,27,-0.085459
79,0,-0.055854
80,0,-0.100530
81,0,-0.112183
82,0,-0.077616
89,31,-0.200000
92,40,-0.200000
94,39,-0.200000
94,54,-0.200000
