row,col,intensity
10,29,-0.200000
14,8,-0.091927
14,9,-0.100885
15,7,-0.065855
15,8,-0.167698
15,9,-0.184039
15,10,-0.087044
16,7,-0.051775
16,8,-0.131842
16,9,-0.144690
16,10,-0.068433
18,46,-0.200000
23,41,-0.200000
26,38,-0.200000
28,99,-0.106638
29,98,-0.060186
29,99,-0.148182
30,34,-0.075937
30,35,-0.051523
30,99,-0.112805
31,33,-0.104136
31,34,-0.182861
31,35,-0.124071
31,73,-0.200000
32,33,-0.096895
32,34,-0.170146
32,35,-0.115444
32,91,-0.200000
33,34,-0.061172
55,19,-0.074291
55,20,-0.075287
55,21,-0.050539
56,18,-0.094919
56,19,-0.145219
56,20,-0.147168
56,21,-0.098792
57,17,-0.053212
57,18,-0.122903
57,19,-0.188032
57,20,-0.190556
57,21,-0.127917
57,22,-0.056879
58,18,-0.105412
58,19,-0.161272
58,20,-0.163436
58,21,-0.109712
59,18,-0.059887
59,19,-0.091623
59,20,-0.092853
59,21,-0.062331
59,41,-0.051689
59,42,-0.065559
60,40,-0.050012
60,41,-0.125731
60,42,-0.159468
60,43,-0.102041
61,40,-0.061373
61,41,-0.154294
61,42,-0.195696
61,43,-0.125222
62,41,-0.107775
62,42,-0.134766
62,43,-0.077527
63,41,-0.106455
63,42,-0.145322
63,43,-0.091199
64,41,-0.135062
64,42,-0.198817
64,43,-0.114302
64,66,-0.200000
65,41,-0.079113
65,42,-0.116458
65,43,-0.066953
73,59,-0.200000
76,7,-0.074249
76,8,-0.080922
76,9,-0.054682
77,6,-0.083240
77,7,-0.146326
77,8,-0.159478
77,9,-0.107764
77,94,-0.200000
78,6,-0.101708
78,7,-0.178791
78,8,-0.194861
78,9,-0.131673
78,10,-0.055165
79,6,-0.077050
79,7,-0.135444
79,8,-0.147619
79,9,-0.099750
80,7,-0.063616
80,8,-0.069334
82,54,-0.200000
83,64,-0.062686
83,65,-0.051108
84,63,-0.107138
84,64,-0.142159
84,65,-0.115902
84,66,-0.058062
85,62,-0.069134
85,63,-0.149292
85,64,-0.198092
85,65,-0.161504
85,66,-0.080907
86,62,-0.059193
86,63,-0.127825
86,64,-0.169608
86,65,-0.138281
86,66,-0.069273
87,63,-0.067248
87,64,-0.089230
87,65,-0.072749
90,76,-0.200000
92,60,-0.200000
