row,col,intensity
0,96,-0.076705
0,97,-0.116961
0,98,-0.097703
1,89,-0.071008
1,90,-0.108098
1,91,-0.068895
1,96,-0.125645
1,97,-0.191585
1,98,-0.160040
1,99,-0.073240
2,89,-0.129340
2,90,-0.196898
2,91,-0.125491
2,96,-0.112751
2,97,-0.171924
2,98,-0.143616
2,99,-0.065724
3,89,-0.098632
3,90,-0.150151
3,91,-0.095697
3,96,-0.055430
3,97,-0.084520
3,98,-0.070604
9,43,-0.200000
14,2,-0.051714
14,3,-0.065084
14,4,-0.053130
15,1,-0.057525
15,2,-0.111617
15,3,-0.140475
15,4,-0.114673
15,5,-0.060718
15,11,-0.054303
15,12,-0.110344
15,13,-0.096631
16,1,-0.080533
16,2,-0.156260
16,3,-0.196660
16,4,-0.160538
16,5,-0.085003
16,11,-0.092937
16,12,-0.188847
16,13,-0.165378
16,14,-0.062415
17,1,-0.073128
17,2,-0.141892
17,3,-0.178578
17,4,-0.145777
17,5,-0.077187
17,11,-0.068548
17,12,-0.139289
17,13,-0.121979
18,2,-0.083573
18,3,-0.105180
18,4,-0.085861
20,0,-0.076137
21,0,-0.130129
22,0,-0.085937
33,24,-0.200000
34,70,-0.050555
34,71,-0.062124
35,70,-0.133754
35,71,-0.164364
35,72,-0.084578
36,69,-0.050495
36,70,-0.148184
36,71,-0.182097
36,72,-0.093703
37,70,-0.068746
37,71,-0.084478
47,51,-0.200000
52,81,-0.200000
64,15,-0.060089
64,16,-0.065548
65,14,-0.076879
65,15,-0.126607
65,16,-0.138109
65,17,-0.099795
66,14,-0.107298
66,15,-0.176701
66,16,-0.192755
66,17,-0.139281
66,18,-0.066664
66,34,-0.059490
66,35,-0.123596
66,36,-0.100287
67,14,-0.099195
67,15,-0.163358
67,16,-0.178200
67,17,-0.128763
67,18,-0.061630
67,34,-0.092805
67,35,-0.192812
67,36,-0.156450
68,14,-0.060745
68,15,-0.100037
68,16,-0.109125
68,17,-0.078852
68,34,-0.056543
68,35,-0.117474
68,36,-0.095320
69,64,-0.200000
75,52,-0.079749
75,53,-0.088018
76,51,-0.072632
76,52,-0.158893
76,53,-0.175368
76,54,-0.097647
77,0,-0.062653
77,51,-0.073008
77,52,-0.159716
77,53,-0.176276
77,54,-0.098152
78,0,-0.096569
78,52,-0.080994
78,53,-0.089392
79,0,-0.092284
80,0,-0.054677
80,21,-0.200000
84,59,-0.200000
90,67,-0.200000
94,39,-0.200000
95,20,-0.200000
96,47,-0.098087
96,48,-0.124460
96,49,-0.097036
97,46,-0.073471
97,47,-0.151722
97,48,-0.192515
97,49,-0.150096
97,50,-0.071905
98,46,-0.069830
98,47,-0.144202
98,48,-0.182973
98,49,-0.142656
98,50,-0.068341
99,47,-0.084213
99,48,-0.106855
99,49,-0.083310
