row,col,intensity
6,65,-0.200000
9,41,-0.200000
12,25,-0.200000
25,20,-0.200000
27,14,-0.084148
27,15,-0.061409
28,13,-0.108592
28,14,-0.183884
28,15,-0.134194
29,13,-0.102270
29,14,-0.173177
29,15,-0.126381
30,14,-0.070288
30,15,-0.051295
30,71,-0.200000
45,89,-0.200000
50,28,-0.064752
51,27,-0.121375
51,28,-0.172776
51,29,-0.096054
52,27,-0.126484
52,28,-0.180049
52,29,-0.100097
53,27,-0.051478
53,28,-0.073278
59,78,-0.200000
64,34,-0.074979
64,35,-0.132125
64,36,-0.117460
64,37,-0.052682
64,54,-0.200000
65,25,-0.069221
65,26,-0.082140
65,27,-0.064563
65,34,-0.109299
65,35,-0.192601
65,36,-0.171224
65,37,-0.076796
66,24,-0.073983
66,25,-0.132535
66,26,-0.157270
66,27,-0.123618
66,28,-0.064363
66,34,-0.080381
66,35,-0.141643
66,36,-0.125923
66,37,-0.056477
67,24,-0.093831
67,25,-0.168091
67,26,-0.199462
67,27,-0.156781
67,28,-0.081629
67,35,-0.052553
68,24,-0.078828
68,25,-0.141214
68,26,-0.167568
68,27,-0.131712
68,28,-0.068577
69,25,-0.078583
69,26,-0.093249
69,27,-0.073295
76,0,-0.106976
76,1,-0.086138
77,0,-0.182493
77,1,-0.146945
77,2,-0.073359
78,0,-0.193019
78,1,-0.155420
78,2,-0.077590
79,0,-0.126574
79,1,-0.101918
79,2,-0.050880
80,0,-0.051461
83,50,-0.200000
85,66,-0.200000
