row,col,intensity
0,87,-0.083647
0,88,-0.163941
0,89,-0.122548
1,88,-0.056185
2,19,-0.200000
25,1,-0.062152
25,2,-0.088510
25,3,-0.054323
26,1,-0.131400
26,2,-0.187128
26,3,-0.114848
27,1,-0.119726
27,2,-0.170501
27,3,-0.104644
28,2,-0.066952
29,27,-0.200000
30,49,-0.108827
30,50,-0.150587
30,51,-0.200000
31,49,-0.139962
31,50,-0.193671
31,51,-0.107789
32,38,-0.200000
32,49,-0.072401
32,50,-0.100184
32,51,-0.055758
37,33,-0.200000
51,26,-0.056324
51,27,-0.128311
51,28,-0.114160
52,26,-0.081741
52,27,-0.186212
52,28,-0.165675
52,29,-0.057568
53,27,-0.105544
53,28,-0.093903
59,41,-0.052390
60,16,-0.085447
60,17,-0.112038
60,18,-0.097308
60,19,-0.055982
60,40,-0.074187
60,41,-0.139635
60,42,-0.132593
60,43,-0.063520
61,15,-0.069894
61,16,-0.138353
61,17,-0.181407
61,18,-0.157557
61,19,-0.090645
61,40,-0.099756
61,41,-0.187760
61,42,-0.178292
61,43,-0.085413
62,15,-0.074963
62,16,-0.148387
62,17,-0.194564
62,18,-0.168985
62,19,-0.097219
62,40,-0.067673
62,41,-0.127374
62,42,-0.120950
62,43,-0.057943
63,15,-0.053257
63,16,-0.105420
63,17,-0.138226
63,18,-0.120053
63,19,-0.069068
64,17,-0.065048
64,18,-0.056496
64,86,-0.200000
74,4,-0.051264
74,5,-0.085458
74,6,-0.088326
74,7,-0.056600
75,4,-0.095353
75,5,-0.158956
75,6,-0.164290
75,7,-0.105278
75,28,-0.200000
75,59,-0.200000
76,4,-0.109963
76,5,-0.183312
76,6,-0.189463
76,7,-0.121409
77,4,-0.078624
77,5,-0.131068
77,6,-0.135466
77,7,-0.086807
78,5,-0.058102
78,6,-0.060052
90,37,-0.200000
94,49,-0.200000
99,44,-0.066307
99,45,-0.200000
99,46,-0.098362
