row,col,intensity
10,35,-0.200000
10,46,-0.200000
22,29,-0.200000
29,11,-0.090816
29,12,-0.133322
29,13,-0.084350
30,11,-0.136104
30,12,-0.199807
30,13,-0.126414
31,11,-0.087907
31,12,-0.129052
31,13,-0.081649
49,32,-0.116521
49,33,-0.140817
49,34,-0.066464
49,56,-0.200000
50,31,-0.050431
50,32,-0.156050
50,33,-0.188588
50,34,-0.089011
51,32,-0.081621
51,33,-0.098640
56,14,-0.055502
57,12,-0.060985
57,13,-0.107741
57,14,-0.126083
57,15,-0.097736
57,16,-0.050184
58,12,-0.091767
58,13,-0.162123
58,14,-0.189724
58,15,-0.147068
58,16,-0.075515
59,12,-0.091468
59,13,-0.161594
59,14,-0.189105
59,15,-0.146588
59,16,-0.075269
60,12,-0.060390
60,13,-0.106691
60,14,-0.124854
60,15,-0.096783
61,14,-0.054604
63,58,-0.071622
63,59,-0.115939
63,60,-0.094684
64,58,-0.119311
64,59,-0.193136
64,60,-0.157729
64,61,-0.064986
65,58,-0.100272
65,59,-0.162316
65,60,-0.132559
65,61,-0.054616
66,59,-0.068821
66,60,-0.056204
75,61,-0.200000
76,0,-0.114411
76,1,-0.059610
76,85,-0.200000
77,0,-0.164622
77,1,-0.085770
78,0,-0.146858
78,1,-0.076516
79,0,-0.081227
81,92,-0.200000
82,46,-0.200000
82,63,-0.200000
90,25,-0.200000
