row,col,intensity
0,34,-0.061519
0,35,-0.141534
0,36,-0.124194
2,90,-0.054310
2,91,-0.064342
3,90,-0.139674
3,91,-0.165473
3,92,-0.082073
4,89,-0.084259
4,90,-0.168376
4,91,-0.184040
4,92,-0.088368
5,89,-0.113769
5,90,-0.183220
5,91,-0.157860
5,92,-0.073229
6,89,-0.106542
6,90,-0.182331
6,91,-0.135308
7,90,-0.082558
7,91,-0.061267
13,43,-0.078569
13,44,-0.125939
13,45,-0.096916
14,43,-0.123254
14,44,-0.197567
14,45,-0.152037
14,46,-0.056171
15,33,-0.200000
15,43,-0.092828
15,44,-0.148796
15,45,-0.114506
16,44,-0.053801
29,8,-0.062595
30,7,-0.126092
30,8,-0.165001
30,9,-0.093053
30,21,-0.200000
31,7,-0.143246
31,8,-0.187448
31,9,-0.105712
32,7,-0.070133
32,8,-0.091774
32,9,-0.051756
32,45,-0.200000
46,69,-0.200000
56,79,-0.200000
59,42,-0.075130
59,43,-0.068000
60,41,-0.092248
60,42,-0.165496
60,43,-0.149790
60,44,-0.068398
61,41,-0.126733
61,42,-0.189079
61,43,-0.175081
61,44,-0.091831
62,16,-0.078468
62,17,-0.086104
62,18,-0.062586
62,25,-0.052067
62,26,-0.073822
62,40,-0.053255
62,41,-0.136535
62,42,-0.172530
62,43,-0.154534
62,44,-0.087454
63,15,-0.088014
63,16,-0.145803
63,17,-0.159992
63,18,-0.116291
63,19,-0.055990
63,25,-0.127238
63,26,-0.180402
63,27,-0.099895
63,40,-0.073731
63,41,-0.153596
63,42,-0.198623
63,43,-0.164303
63,44,-0.078886
64,15,-0.108329
64,16,-0.179455
64,17,-0.196919
64,18,-0.143132
64,19,-0.068914
64,25,-0.121436
64,26,-0.172176
64,27,-0.095341
64,40,-0.063291
64,41,-0.131848
64,42,-0.170297
64,43,-0.136379
64,44,-0.067716
65,15,-0.088319
65,16,-0.146307
65,17,-0.160545
65,18,-0.116693
65,19,-0.056184
65,26,-0.064178
65,41,-0.070173
65,42,-0.090637
65,43,-0.072585
66,16,-0.079012
66,17,-0.086701
66,18,-0.063019
73,10,-0.080985
73,11,-0.103147
73,12,-0.081452
74,9,-0.068784
74,10,-0.141302
74,11,-0.179971
74,12,-0.142117
74,13,-0.069579
75,9,-0.074409
75,10,-0.152856
75,11,-0.194687
75,12,-0.153738
75,13,-0.075269
75,49,-0.200000
76,10,-0.102520
76,11,-0.130576
76,12,-0.103111
76,13,-0.050483
77,11,-0.054298
85,68,-0.200000
87,48,-0.057709
87,49,-0.080450
87,50,-0.060703
88,48,-0.122188
88,49,-0.170340
88,50,-0.128528
88,51,-0.052490
89,47,-0.054365
89,48,-0.140028
89,49,-0.195209
89,50,-0.147293
89,51,-0.060153
90,48,-0.086854
90,49,-0.121082
90,50,-0.091361
92,68,-0.200000
96,60,-0.200000
