row,col,intensity
0,72,-0.089369
0,73,-0.165804
0,74,-0.199637
0,75,-0.155999
0,76,-0.079111
1,72,-0.070192
1,73,-0.130226
1,74,-0.156799
1,75,-0.122524
1,76,-0.062135
2,73,-0.066380
2,74,-0.079924
2,75,-0.062454
19,1,-0.087944
19,2,-0.096762
20,0,-0.065052
20,1,-0.166079
20,2,-0.182732
20,3,-0.086648
21,0,-0.052944
21,1,-0.135167
21,2,-0.148721
21,3,-0.070521
22,2,-0.052164
28,29,-0.200000
31,52,-0.200000
36,37,-0.200000
37,28,-0.200000
42,42,-0.054731
42,43,-0.062641
43,42,-0.143940
43,43,-0.164745
43,44,-0.074372
44,41,-0.051455
44,42,-0.149312
44,43,-0.170893
44,44,-0.077147
45,42,-0.061090
45,43,-0.069920
48,36,-0.074423
48,37,-0.072937
49,35,-0.092340
49,36,-0.154576
49,37,-0.151490
49,38,-0.086921
50,35,-0.112285
50,36,-0.187962
50,37,-0.184210
50,38,-0.105695
51,35,-0.079937
51,36,-0.133812
51,37,-0.131141
51,38,-0.075245
52,36,-0.055772
52,37,-0.054659
54,93,-0.054167
54,94,-0.087670
54,95,-0.073904
55,25,-0.054380
55,26,-0.058080
55,93,-0.109018
55,94,-0.176447
55,95,-0.148740
55,96,-0.065305
56,24,-0.074576
56,25,-0.120245
56,26,-0.128426
56,27,-0.090857
56,93,-0.114278
56,94,-0.184960
56,95,-0.155917
56,96,-0.068455
57,24,-0.109232
57,25,-0.176123
57,26,-0.188106
57,27,-0.133079
57,28,-0.062364
57,93,-0.062391
57,94,-0.100981
57,95,-0.085125
58,24,-0.105978
58,25,-0.170877
58,26,-0.182503
58,27,-0.129115
58,28,-0.060506
58,89,-0.200000
59,24,-0.068109
59,25,-0.109817
59,26,-0.117289
59,27,-0.082978
59,46,-0.069031
59,47,-0.133911
59,48,-0.131055
59,49,-0.064708
60,46,-0.095623
60,47,-0.185497
60,48,-0.181542
60,49,-0.089635
61,46,-0.066827
61,47,-0.129635
61,48,-0.126871
61,49,-0.062642
65,30,-0.085858
65,31,-0.060033
66,29,-0.105235
66,30,-0.188402
66,31,-0.131732
67,14,-0.089741
67,15,-0.078867
67,29,-0.090187
67,30,-0.161462
67,31,-0.112895
68,13,-0.079073
68,14,-0.182519
68,15,-0.160402
68,16,-0.053671
68,30,-0.054042
69,13,-0.061230
69,14,-0.141334
69,15,-0.124208
76,60,-0.200000
80,2,-0.057104
80,3,-0.106892
80,4,-0.124055
80,5,-0.089264
81,2,-0.087843
81,3,-0.164432
81,4,-0.190834
81,5,-0.137315
81,6,-0.061259
82,2,-0.083780
82,3,-0.156826
82,4,-0.182007
82,5,-0.130963
82,6,-0.058426
83,3,-0.092735
83,4,-0.107625
83,5,-0.077442
83,60,-0.200000
90,26,-0.200000
90,80,-0.069515
90,81,-0.120519
90,82,-0.103111
91,80,-0.111160
91,81,-0.192719
91,82,-0.164882
91,83,-0.069613
92,80,-0.087718
92,81,-0.152078
92,82,-0.130111
92,83,-0.054933
93,81,-0.059222
93,82,-0.050667
96,60,-0.200000
99,91,-0.053106
