row,col,intensity
0,89,-0.109848
0,90,-0.121624
0,91,-0.056378
1,88,-0.064076
1,89,-0.169458
1,90,-0.187625
1,91,-0.086973
2,89,-0.109445
2,90,-0.121178
2,91,-0.056171
6,98,-0.200000
16,22,-0.200000
27,2,-0.095159
27,3,-0.136044
27,4,-0.083822
28,2,-0.139435
28,3,-0.199344
28,4,-0.122823
29,2,-0.088053
29,3,-0.125885
29,4,-0.077562
29,36,-0.200000
32,75,-0.053889
32,76,-0.107599
32,77,-0.120579
32,78,-0.075840
33,75,-0.084979
33,76,-0.169676
33,77,-0.190145
33,78,-0.119594
34,75,-0.075211
34,76,-0.150172
34,77,-0.168289
34,78,-0.105847
34,86,-0.053839
35,76,-0.074597
35,77,-0.083596
35,78,-0.052578
35,85,-0.114030
35,86,-0.144881
35,87,-0.093725
36,50,-0.200000
36,84,-0.062610
36,85,-0.156236
36,86,-0.198506
36,87,-0.128415
37,85,-0.108992
37,86,-0.138480
37,87,-0.089584
48,44,-0.200000
50,41,-0.200000
50,49,-0.200000
50,74,-0.200000
51,37,-0.050545
51,38,-0.071528
51,39,-0.054071
51,78,-0.200000
52,37,-0.114937
52,38,-0.162652
52,39,-0.122955
53,36,-0.052701
53,37,-0.139615
53,38,-0.197575
53,39,-0.149354
53,40,-0.060310
54,37,-0.090592
54,38,-0.128200
54,39,-0.096911
55,16,-0.069254
55,17,-0.079887
55,18,-0.061042
55,23,-0.060127
55,24,-0.146989
55,25,-0.140340
55,26,-0.052330
56,15,-0.077038
56,16,-0.134158
56,17,-0.154756
56,18,-0.118249
56,19,-0.059850
56,23,-0.070697
56,24,-0.172829
56,25,-0.165010
56,26,-0.061529
57,15,-0.098854
57,16,-0.172150
57,17,-0.198581
57,18,-0.151735
57,19,-0.076799
57,24,-0.079364
57,25,-0.075774
58,15,-0.084024
58,16,-0.146323
58,17,-0.168789
58,18,-0.128971
58,19,-0.065277
59,16,-0.082383
59,17,-0.095032
59,18,-0.072614
65,59,-0.051141
65,60,-0.104035
65,61,-0.106771
65,62,-0.055283
66,59,-0.086803
66,60,-0.176581
66,61,-0.181224
66,62,-0.093833
67,59,-0.074330
67,60,-0.151207
67,61,-0.155183
67,62,-0.080349
68,60,-0.065323
68,61,-0.067040
79,11,-0.069246
79,12,-0.060626
80,10,-0.105105
80,11,-0.148420
80,12,-0.129944
80,13,-0.070536
81,9,-0.061325
81,10,-0.139674
81,11,-0.197236
81,12,-0.172682
81,13,-0.093735
82,9,-0.050526
82,10,-0.115080
82,11,-0.162506
82,12,-0.142276
82,13,-0.077230
83,10,-0.058786
83,11,-0.083013
83,12,-0.072679
85,52,-0.200000
88,39,-0.200000
93,66,-0.200000
94,89,-0.200000
