row,col,intensity
9,76,-0.200000
15,4,-0.063738
15,5,-0.058489
15,36,-0.200000
16,3,-0.075533
16,4,-0.160831
16,5,-0.147589
16,6,-0.058369
17,3,-0.082140
17,4,-0.174901
17,5,-0.160499
17,6,-0.063475
18,4,-0.081971
18,5,-0.075221
22,95,-0.200000
28,21,-0.200000
30,65,-0.200000
33,69,-0.058644
33,70,-0.143470
33,71,-0.135622
34,69,-0.071617
34,70,-0.175209
34,71,-0.165625
34,72,-0.060496
35,70,-0.082677
35,71,-0.078154
36,66,-0.200000
37,49,-0.061560
37,50,-0.057760
38,48,-0.090860
38,49,-0.138744
38,50,-0.130180
38,51,-0.075051
39,47,-0.050631
39,48,-0.125826
39,49,-0.192138
39,50,-0.180278
39,51,-0.103934
40,48,-0.107067
40,49,-0.163493
40,50,-0.153401
40,51,-0.088439
41,48,-0.055980
41,49,-0.085481
41,50,-0.080205
56,43,-0.081250
56,44,-0.144971
56,45,-0.101023
57,43,-0.109687
57,44,-0.195712
57,45,-0.136382
57,78,-0.200000
58,43,-0.057832
58,44,-0.103188
58,45,-0.071907
59,97,-0.057100
59,98,-0.076956
59,99,-0.056819
60,96,-0.050192
60,97,-0.123478
60,98,-0.166415
60,99,-0.122871
61,96,-0.059462
61,97,-0.146283
61,98,-0.197150
61,99,-0.145563
62,97,-0.094939
62,98,-0.127953
62,99,-0.094472
67,21,-0.062519
67,22,-0.063288
68,20,-0.086447
68,21,-0.132111
68,22,-0.133736
68,23,-0.089676
69,19,-0.052447
69,20,-0.121002
69,21,-0.184919
69,22,-0.187193
69,23,-0.125521
69,24,-0.055752
70,20,-0.112190
70,21,-0.171452
70,22,-0.173561
70,23,-0.116380
70,24,-0.051692
71,20,-0.068902
71,21,-0.105299
71,22,-0.106594
71,23,-0.071476
72,58,-0.093384
72,59,-0.121562
72,60,-0.079833
72,65,-0.200000
73,57,-0.058465
73,58,-0.150854
73,59,-0.196372
73,60,-0.128963
74,58,-0.122943
74,59,-0.160039
74,60,-0.105103
75,17,-0.053161
75,58,-0.050549
75,59,-0.065802
76,15,-0.068552
76,16,-0.118677
76,17,-0.127381
76,18,-0.084769
77,15,-0.101840
77,16,-0.176306
77,17,-0.189236
77,18,-0.125932
77,19,-0.051959
78,15,-0.093802
78,16,-0.162389
78,17,-0.174300
78,18,-0.115992
79,15,-0.053567
79,16,-0.092735
79,17,-0.099536
79,18,-0.066239
80,61,-0.200000
85,30,-0.200000
90,35,-0.200000
94,48,-0.200000
95,61,-0.200000
