row,col,intensity
22,16,-0.054175
22,46,-0.200000
23,15,-0.077834
23,16,-0.153214
23,17,-0.129979
24,15,-0.094867
24,16,-0.186744
24,17,-0.158424
24,18,-0.057922
25,16,-0.098093
25,17,-0.083217
30,45,-0.200000
48,70,-0.200000
58,44,-0.053898
59,43,-0.085554
59,44,-0.160624
59,45,-0.117778
60,43,-0.099576
60,44,-0.186951
60,45,-0.137082
61,44,-0.084982
61,45,-0.062313
65,24,-0.062540
65,25,-0.060040
66,23,-0.092142
66,24,-0.133543
66,25,-0.128204
66,26,-0.081527
67,22,-0.059565
67,23,-0.130328
67,24,-0.188887
67,25,-0.181336
67,26,-0.115315
68,22,-0.055808
68,23,-0.122106
68,24,-0.176971
68,25,-0.169897
68,26,-0.108040
69,23,-0.075780
69,24,-0.109830
69,25,-0.105440
69,26,-0.067051
71,15,-0.056749
71,16,-0.089284
71,17,-0.087094
71,18,-0.052673
72,15,-0.104711
72,16,-0.164744
72,17,-0.160701
72,18,-0.097190
72,58,-0.078025
72,59,-0.076323
73,15,-0.119788
73,16,-0.188466
73,17,-0.183842
73,18,-0.111185
73,57,-0.084917
73,58,-0.164645
73,59,-0.161053
73,60,-0.079479
73,87,-0.200000
73,94,-0.200000
74,15,-0.084963
74,16,-0.133675
74,17,-0.130395
74,18,-0.078861
74,57,-0.090401
74,58,-0.175278
74,59,-0.171454
74,60,-0.084612
75,16,-0.058784
75,17,-0.057341
75,58,-0.094139
75,59,-0.092085
79,63,-0.200000
86,68,-0.200000
97,59,-0.200000
