row,col,intensity
1,92,-0.200000
7,96,-0.120761
7,97,-0.143567
7,98,-0.071457
8,95,-0.056141
8,96,-0.159419
8,97,-0.189525
8,98,-0.094332
9,96,-0.088108
9,97,-0.104747
9,98,-0.052135
24,20,-0.200000
26,2,-0.051520
26,3,-0.128684
26,4,-0.138149
26,5,-0.063746
27,2,-0.084168
27,3,-0.179554
27,4,-0.188739
27,5,-0.100502
28,2,-0.088526
28,3,-0.173935
28,4,-0.179052
28,5,-0.101751
28,40,-0.200000
29,2,-0.068296
29,3,-0.169942
29,4,-0.176945
29,5,-0.078252
30,3,-0.079589
30,4,-0.083283
37,82,-0.095256
37,83,-0.119623
37,84,-0.076487
38,81,-0.062930
38,82,-0.155213
38,83,-0.194916
38,84,-0.124630
39,81,-0.052209
39,82,-0.128769
39,83,-0.161709
39,84,-0.103397
40,52,-0.200000
40,82,-0.054394
40,83,-0.068308
45,70,-0.200000
49,42,-0.063540
49,43,-0.102601
49,44,-0.088500
49,63,-0.062111
49,64,-0.092847
49,65,-0.077899
50,42,-0.114197
50,43,-0.184400
50,44,-0.159058
50,45,-0.073288
50,63,-0.118486
50,64,-0.177121
50,65,-0.148605
50,66,-0.069977
51,42,-0.109635
51,43,-0.177035
51,44,-0.152705
51,45,-0.070361
51,51,-0.200000
51,63,-0.126860
51,64,-0.189640
51,65,-0.159108
51,66,-0.074923
52,42,-0.056226
52,43,-0.090791
52,44,-0.078313
52,63,-0.076233
52,64,-0.113959
52,65,-0.095612
54,78,-0.200000
56,21,-0.060307
56,22,-0.094625
56,23,-0.130317
56,24,-0.136784
56,25,-0.088135
57,21,-0.103508
57,22,-0.167655
57,23,-0.187309
57,24,-0.198742
57,25,-0.146882
57,39,-0.200000
58,21,-0.117678
58,22,-0.186221
58,23,-0.195443
58,24,-0.181378
58,25,-0.126006
59,21,-0.088620
59,22,-0.139050
59,23,-0.151497
59,24,-0.120480
59,25,-0.066307
59,53,-0.200000
60,22,-0.069363
60,23,-0.072091
60,54,-0.104744
60,55,-0.112150
60,56,-0.060580
61,53,-0.081734
61,54,-0.173463
61,55,-0.185727
61,56,-0.100325
62,53,-0.068288
62,54,-0.144927
62,55,-0.155173
62,56,-0.083820
63,54,-0.061088
63,55,-0.065407
79,13,-0.052061
79,14,-0.066351
79,15,-0.052429
80,12,-0.055695
80,13,-0.114488
80,14,-0.145913
80,15,-0.115298
80,16,-0.056486
81,12,-0.075937
81,13,-0.156098
81,14,-0.198946
81,15,-0.157203
81,16,-0.077016
82,12,-0.064193
82,13,-0.131956
82,14,-0.168177
82,15,-0.132890
82,16,-0.065105
83,13,-0.069160
83,14,-0.088143
83,15,-0.069649
84,61,-0.200000
93,62,-0.200000
94,97,-0.200000
96,40,-0.200000
