row,col,intensity
7,98,-0.073713
7,99,-0.107542
8,98,-0.134648
8,99,-0.196442
9,98,-0.102972
9,99,-0.150229
10,36,-0.200000
23,0,-0.061074
23,1,-0.112404
23,2,-0.089157
24,0,-0.105402
24,1,-0.193990
24,2,-0.153869
24,3,-0.052598
25,0,-0.078396
25,1,-0.144284
25,2,-0.114444
31,44,-0.200000
46,96,-0.200000
47,61,-0.200000
53,19,-0.200000
56,24,-0.098108
56,25,-0.079646
57,23,-0.091952
57,24,-0.189259
57,25,-0.153644
58,23,-0.069964
58,24,-0.144003
58,25,-0.116905
58,47,-0.078096
58,48,-0.125709
58,49,-0.105390
59,47,-0.120972
59,48,-0.194724
59,49,-0.163250
59,50,-0.071283
60,47,-0.097597
60,48,-0.157099
60,49,-0.131706
60,50,-0.057510
61,48,-0.066012
61,49,-0.055343
65,37,-0.057746
65,38,-0.066704
66,37,-0.146269
66,38,-0.168959
66,39,-0.076223
67,10,-0.085156
67,11,-0.098399
67,12,-0.075316
67,37,-0.144697
67,38,-0.167143
67,39,-0.075404
68,9,-0.085117
68,10,-0.148482
68,11,-0.171573
68,12,-0.131324
68,13,-0.066582
68,37,-0.055904
68,38,-0.064576
69,9,-0.098308
69,10,-0.171494
69,11,-0.198164
69,12,-0.151677
69,13,-0.076901
70,9,-0.075211
70,10,-0.131203
70,11,-0.151607
70,12,-0.116042
70,13,-0.058834
71,10,-0.066490
71,11,-0.076830
71,12,-0.058807
72,56,-0.200000
75,87,-0.200000
76,47,-0.200000
76,48,-0.121150
76,49,-0.117757
76,50,-0.057744
77,47,-0.096129
77,48,-0.185204
77,49,-0.180016
77,50,-0.088274
78,47,-0.074139
78,48,-0.142837
78,49,-0.138835
78,50,-0.068081
79,48,-0.055577
79,49,-0.054020
80,0,-0.109386
80,1,-0.052540
81,0,-0.153328
81,1,-0.073645
82,0,-0.133251
82,1,-0.064002
83,0,-0.071798
91,24,-0.050622
92,22,-0.050953
92,23,-0.099711
92,24,-0.123534
92,25,-0.096893
93,22,-0.078719
93,23,-0.154047
93,24,-0.190851
93,25,-0.149693
93,26,-0.074332
93,38,-0.200000
94,22,-0.076993
94,23,-0.150671
94,24,-0.186668
94,25,-0.146412
94,26,-0.072702
94,42,-0.055009
94,43,-0.109928
94,44,-0.108407
94,45,-0.052757
95,23,-0.093297
95,24,-0.115587
95,25,-0.090660
95,42,-0.090827
95,43,-0.181506
95,44,-0.178994
95,45,-0.087109
96,42,-0.074006
96,43,-0.147892
96,44,-0.145846
96,45,-0.070977
97,43,-0.059466
97,44,-0.058644
