row,col,intensity
10,37,-0.200000
25,1,-0.054671
25,2,-0.080495
25,3,-0.051077
26,1,-0.123693
26,2,-0.182120
26,3,-0.115562
27,1,-0.120608
27,2,-0.177578
27,3,-0.112680
28,1,-0.050682
28,2,-0.074622
28,28,-0.200000
30,29,-0.200000
30,41,-0.200000
30,80,-0.092451
30,81,-0.120497
30,82,-0.079964
31,79,-0.058739
31,80,-0.150363
31,81,-0.195978
31,82,-0.130054
31,96,-0.069763
31,97,-0.113403
31,98,-0.103461
31,99,-0.052977
32,80,-0.124515
32,81,-0.162289
32,82,-0.107698
32,96,-0.114611
32,97,-0.186304
32,98,-0.169972
32,99,-0.087034
33,80,-0.052500
33,81,-0.068426
33,96,-0.105679
33,97,-0.171784
33,98,-0.156724
33,99,-0.080251
34,57,-0.200000
34,96,-0.054690
34,97,-0.088900
34,98,-0.081106
36,69,-0.200000
50,20,-0.200000
52,25,-0.067459
52,26,-0.116289
52,27,-0.078293
53,25,-0.115403
53,26,-0.198938
53,27,-0.133937
54,25,-0.077103
54,26,-0.132915
54,27,-0.089486
56,24,-0.062343
56,25,-0.091076
56,26,-0.071074
57,24,-0.122754
57,25,-0.179330
57,26,-0.139945
57,27,-0.058337
58,9,-0.082912
58,10,-0.112615
58,11,-0.101319
58,12,-0.060382
58,24,-0.129113
58,25,-0.188620
58,26,-0.147194
58,27,-0.061359
59,8,-0.064991
59,9,-0.133264
59,10,-0.181006
59,11,-0.162851
59,12,-0.097052
59,24,-0.072542
59,25,-0.105976
59,26,-0.082701
60,8,-0.069194
60,9,-0.141883
60,10,-0.192712
60,11,-0.173383
60,12,-0.103329
61,9,-0.100061
61,10,-0.135908
61,11,-0.122276
61,12,-0.072871
62,10,-0.063489
62,11,-0.057121
66,87,-0.200000
75,52,-0.077035
75,53,-0.094476
75,54,-0.058454
76,51,-0.061405
76,52,-0.149270
76,53,-0.183065
76,54,-0.113267
77,51,-0.060028
77,52,-0.145923
77,53,-0.178960
77,54,-0.110727
78,52,-0.071968
78,53,-0.088261
78,54,-0.054609
78,65,-0.200000
79,4,-0.063456
79,5,-0.077804
79,6,-0.059145
80,3,-0.065292
80,4,-0.129121
80,5,-0.158317
80,6,-0.120351
80,7,-0.056724
81,3,-0.082372
81,4,-0.162899
81,5,-0.199732
81,6,-0.151834
81,7,-0.071562
82,3,-0.064430
82,4,-0.127418
82,5,-0.156228
82,6,-0.118763
82,7,-0.055975
83,4,-0.061792
83,5,-0.075764
83,6,-0.057595
83,56,-0.200000
93,73,-0.200000
94,68,-0.200000
