row,col,intensity
10,33,-0.200000
11,29,-0.200000
15,13,-0.063350
16,12,-0.096619
16,13,-0.166272
16,14,-0.123317
17,12,-0.109290
17,13,-0.188078
17,14,-0.139490
18,12,-0.053278
18,13,-0.091686
18,14,-0.068000
43,59,-0.200000
49,33,-0.100922
49,34,-0.155776
49,35,-0.093907
50,33,-0.125060
50,34,-0.193035
50,35,-0.116368
51,33,-0.060525
51,34,-0.093423
51,35,-0.056318
51,74,-0.200000
55,21,-0.072024
55,22,-0.071396
56,20,-0.095940
56,21,-0.143575
56,22,-0.142322
56,23,-0.093452
57,19,-0.056074
57,20,-0.126684
57,21,-0.189582
57,22,-0.187928
57,23,-0.123397
57,24,-0.053671
58,20,-0.110805
58,21,-0.165819
58,22,-0.164373
58,23,-0.107930
59,20,-0.064197
59,21,-0.096071
59,22,-0.095233
59,23,-0.062532
62,85,-0.200000
63,35,-0.067059
63,36,-0.071945
64,34,-0.070820
64,35,-0.150603
64,36,-0.161576
64,37,-0.087455
64,52,-0.200000
65,34,-0.080241
65,35,-0.170638
65,36,-0.183070
65,37,-0.099089
66,35,-0.097540
66,36,-0.104646
66,37,-0.056641
76,69,-0.200000
78,92,-0.200000
80,0,-0.072852
80,39,-0.105555
80,40,-0.103047
80,65,-0.200000
81,0,-0.133938
81,1,-0.064194
81,38,-0.067718
81,39,-0.178639
81,40,-0.174394
81,41,-0.063003
81,43,-0.200000
82,0,-0.152673
82,1,-0.073173
82,39,-0.111880
82,40,-0.109221
83,0,-0.107898
83,1,-0.051713
95,42,-0.200000
98,43,-0.200000
