row,col,intensity
8,96,-0.200000
11,41,-0.200000
17,85,-0.200000
18,46,-0.200000
25,15,-0.072524
25,16,-0.073869
26,14,-0.068972
26,15,-0.163009
26,16,-0.166033
26,17,-0.072882
27,14,-0.066812
27,15,-0.157903
27,16,-0.160832
27,17,-0.070599
28,15,-0.065920
28,16,-0.067142
42,49,-0.200000
42,92,-0.088406
42,93,-0.148177
42,94,-0.106747
43,92,-0.117349
43,93,-0.196688
43,94,-0.141694
44,92,-0.066950
44,93,-0.112215
44,94,-0.080840
58,16,-0.055043
58,17,-0.073861
58,18,-0.065652
59,15,-0.054477
59,16,-0.110359
59,17,-0.148089
59,18,-0.131629
59,19,-0.077500
59,94,-0.200000
60,15,-0.072350
60,16,-0.146566
60,17,-0.196673
60,18,-0.174814
60,19,-0.102926
61,15,-0.063648
61,16,-0.128937
61,17,-0.173017
61,18,-0.153787
61,19,-0.090546
61,24,-0.055678
62,16,-0.075134
62,17,-0.100821
62,18,-0.089615
62,19,-0.052763
62,22,-0.059688
62,23,-0.105952
62,24,-0.125619
62,25,-0.099477
62,26,-0.052616
62,42,-0.106105
62,43,-0.154272
62,44,-0.087602
63,22,-0.089947
63,23,-0.159664
63,24,-0.189300
63,25,-0.149907
63,26,-0.079290
63,42,-0.132478
63,43,-0.192616
63,44,-0.109376
64,22,-0.090534
64,23,-0.160705
64,24,-0.190535
64,25,-0.150885
64,26,-0.079807
64,42,-0.064599
64,43,-0.093924
64,44,-0.053334
65,22,-0.060864
65,23,-0.108038
65,24,-0.128092
65,25,-0.101436
65,26,-0.053652
65,68,-0.200000
66,24,-0.057517
67,60,-0.093986
67,61,-0.132598
67,62,-0.094379
68,59,-0.050532
68,60,-0.141313
68,61,-0.199369
68,62,-0.141905
68,63,-0.050957
69,9,-0.200000
69,60,-0.107193
69,61,-0.151231
69,62,-0.107642
70,61,-0.057875
80,7,-0.075714
80,8,-0.099727
80,9,-0.081440
81,6,-0.063389
81,7,-0.134666
81,8,-0.177375
81,9,-0.144851
81,10,-0.073340
82,6,-0.069901
82,7,-0.148501
82,8,-0.195599
82,9,-0.159733
82,10,-0.080875
83,7,-0.101530
83,8,-0.133731
83,9,-0.109210
83,10,-0.055294
84,8,-0.056688
86,56,-0.200000
94,41,-0.200000
97,59,-0.200000
