row,col,intensity
21,1,-0.070320
21,2,-0.052138
22,0,-0.100540
22,1,-0.172969
22,2,-0.128246
23,0,-0.106580
23,1,-0.183360
23,2,-0.135950
24,1,-0.083770
24,2,-0.062110
32,33,-0.200000
36,35,-0.200000
44,6,-0.200000
49,32,-0.114727
49,33,-0.142166
49,34,-0.068803
49,74,-0.200000
50,32,-0.153194
50,33,-0.189833
50,34,-0.091872
51,32,-0.079891
51,33,-0.098998
56,89,-0.200000
59,43,-0.085352
59,44,-0.110696
59,45,-0.072429
60,42,-0.057769
60,43,-0.148506
60,44,-0.192602
60,45,-0.126021
61,42,-0.050709
61,43,-0.130358
61,44,-0.169065
61,45,-0.110621
62,43,-0.057729
62,44,-0.074871
66,61,-0.200000
70,24,-0.063625
70,25,-0.105006
70,26,-0.114794
70,27,-0.083127
71,24,-0.100803
71,25,-0.166364
71,26,-0.181871
71,27,-0.131700
71,28,-0.063173
72,24,-0.105788
72,25,-0.174592
72,26,-0.190866
72,27,-0.138214
72,28,-0.066297
73,24,-0.073539
73,25,-0.121369
73,26,-0.132682
73,27,-0.096081
74,25,-0.055887
74,26,-0.061096
79,0,-0.064912
80,0,-0.115900
81,0,-0.128300
81,1,-0.053437
82,0,-0.088057
89,33,-0.200000
92,38,-0.200000
94,53,-0.200000
