row,col,intensity
3,6,-0.200000
16,46,-0.200000
17,13,-0.059338
17,14,-0.133592
17,15,-0.129621
17,16,-0.054202
18,13,-0.080489
18,14,-0.181210
18,15,-0.175823
18,16,-0.073521
19,14,-0.105933
19,15,-0.102783
30,74,-0.200000
32,77,-0.200000
36,36,-0.200000
59,10,-0.060375
59,11,-0.061498
60,9,-0.084096
60,10,-0.129318
60,11,-0.131723
60,12,-0.088876
61,8,-0.051396
61,9,-0.119315
61,10,-0.183476
61,11,-0.186888
61,12,-0.126097
61,13,-0.056356
62,9,-0.112132
62,10,-0.172431
62,11,-0.175638
62,12,-0.118506
62,13,-0.052964
63,9,-0.069805
63,10,-0.107342
63,11,-0.109339
63,12,-0.073773
66,31,-0.128247
66,32,-0.141264
66,33,-0.060771
67,30,-0.058217
67,31,-0.164192
67,32,-0.180857
67,33,-0.077803
68,31,-0.082099
68,32,-0.090432
68,68,-0.200000
71,59,-0.099596
71,60,-0.116873
71,61,-0.069192
72,58,-0.070296
72,59,-0.163507
72,60,-0.191872
72,61,-0.113592
73,58,-0.058222
73,59,-0.135424
73,60,-0.158917
73,61,-0.094082
74,59,-0.056587
74,60,-0.066404
77,3,-0.067160
77,4,-0.074078
77,5,-0.050660
77,90,-0.200000
78,2,-0.077958
78,3,-0.138693
78,4,-0.152981
78,5,-0.104619
79,2,-0.099816
79,3,-0.177579
79,4,-0.195872
79,5,-0.133951
79,6,-0.056795
80,2,-0.079237
80,3,-0.140967
80,4,-0.155490
80,5,-0.106335
81,3,-0.069381
81,4,-0.076528
81,5,-0.052335
81,36,-0.200000
90,57,-0.200000
92,22,-0.200000
94,64,-0.200000
96,40,-0.200000
