row,col,intensity
20,0,-0.061155
20,1,-0.130832
20,2,-0.120625
21,0,-0.087058
21,1,-0.186247
21,2,-0.171717
21,3,-0.068232
22,0,-0.053411
22,1,-0.114264
22,2,-0.105350
29,32,-0.200000
29,59,-0.200000
33,42,-0.200000
37,33,-0.080395
37,34,-0.109588
37,35,-0.087456
38,21,-0.200000
38,32,-0.058887
38,33,-0.137106
38,34,-0.186890
38,35,-0.149147
38,36,-0.069684
39,32,-0.058795
39,33,-0.136892
39,34,-0.186598
39,35,-0.148914
39,36,-0.069575
40,33,-0.080019
40,34,-0.109075
40,35,-0.087046
46,30,-0.053769
46,31,-0.076980
47,30,-0.127503
47,31,-0.182544
47,32,-0.103081
48,30,-0.119253
48,31,-0.170733
48,32,-0.096411
49,31,-0.062984
52,93,-0.200000
54,86,-0.052148
55,85,-0.095771
55,86,-0.141279
55,87,-0.108548
56,23,-0.053200
56,85,-0.135137
56,86,-0.199350
56,87,-0.153164
56,88,-0.061291
57,22,-0.089172
57,23,-0.122332
57,24,-0.111166
57,25,-0.066914
57,85,-0.099314
57,86,-0.146505
57,87,-0.112563
58,21,-0.065582
58,22,-0.135825
58,23,-0.186333
58,24,-0.169324
58,25,-0.101922
58,86,-0.056078
59,21,-0.066169
59,22,-0.137039
59,23,-0.187999
59,24,-0.170838
59,25,-0.102833
60,22,-0.091586
60,23,-0.125644
60,24,-0.114175
60,25,-0.068726
60,39,-0.060092
60,40,-0.104127
60,41,-0.091029
61,23,-0.055622
61,24,-0.050545
61,39,-0.107312
61,40,-0.185952
61,41,-0.162560
61,42,-0.071696
62,39,-0.096683
62,40,-0.167533
62,41,-0.146458
62,42,-0.064594
63,40,-0.076149
63,41,-0.066570
66,30,-0.062092
66,31,-0.145332
66,32,-0.132851
67,30,-0.076220
67,31,-0.178400
67,32,-0.163080
67,33,-0.058221
68,31,-0.085528
68,32,-0.078183
71,7,-0.050653
71,8,-0.128596
71,9,-0.124300
72,7,-0.070058
72,8,-0.177859
72,9,-0.171917
72,10,-0.063268
73,8,-0.093658
73,9,-0.090530
76,57,-0.200000
79,2,-0.050978
80,0,-0.065267
80,1,-0.114523
80,2,-0.124591
80,3,-0.084037
81,0,-0.098899
81,1,-0.173537
81,2,-0.188792
81,3,-0.127341
81,4,-0.053253
82,0,-0.092914
82,1,-0.163035
82,2,-0.177367
82,3,-0.119635
82,4,-0.050030
83,0,-0.054121
83,1,-0.094965
83,2,-0.103313
83,3,-0.069685
85,67,-0.200000
89,62,-0.200000
92,22,-0.200000
95,74,-0.053210
95,75,-0.086719
95,76,-0.069744
96,74,-0.109850
96,75,-0.179026
96,76,-0.143982
96,77,-0.057144
97,74,-0.111911
97,75,-0.182387
97,76,-0.146685
97,77,-0.058217
98,74,-0.056263
98,75,-0.091694
98,76,-0.073745
