row,col,intensity
6,3,-0.200000
6,60,-0.200000
9,38,-0.200000
10,23,-0.200000
27,14,-0.121858
27,15,-0.131094
27,16,-0.060780
28,13,-0.069090
28,14,-0.172464
28,15,-0.185536
28,16,-0.086021
29,14,-0.105194
29,15,-0.113167
29,16,-0.052468
30,63,-0.200000
31,22,-0.200000
44,87,-0.200000
51,26,-0.062867
51,27,-0.088053
52,26,-0.135069
52,27,-0.189182
52,28,-0.103486
52,80,-0.200000
53,26,-0.113336
53,27,-0.158742
53,28,-0.086835
54,27,-0.052022
65,52,-0.200000
67,23,-0.052025
67,24,-0.069499
67,25,-0.061498
68,22,-0.053180
68,23,-0.107250
68,24,-0.143272
68,25,-0.126778
68,26,-0.074310
68,34,-0.065470
68,35,-0.056832
69,22,-0.072619
69,23,-0.146453
69,24,-0.195643
69,25,-0.173120
69,26,-0.101472
69,33,-0.091521
69,34,-0.157476
69,35,-0.136700
69,36,-0.059867
70,22,-0.065686
70,23,-0.132470
70,24,-0.176963
70,25,-0.156591
70,26,-0.091784
70,33,-0.111060
70,34,-0.191095
70,35,-0.165884
70,36,-0.072648
71,23,-0.079370
71,24,-0.106028
71,25,-0.093822
71,26,-0.054993
71,33,-0.067992
71,34,-0.116991
71,35,-0.101556
76,1,-0.086283
76,2,-0.098465
76,3,-0.069668
77,0,-0.083481
77,1,-0.153658
77,2,-0.175353
77,3,-0.124069
77,4,-0.054426
78,0,-0.092175
78,1,-0.169660
78,2,-0.193614
78,3,-0.136989
78,4,-0.060093
79,0,-0.063100
79,1,-0.116143
79,2,-0.132542
79,3,-0.093778
80,2,-0.056255
84,48,-0.200000
86,59,-0.200000
98,57,-0.200000
